,name,address,bedroom,bathroom,area,price/m2,price,description,link
79,Cluster Ujung Berung Dekat Buana Hiltop,"Ujung Berung, Ujung Berung, Bandung, Jawa Barat",3,1,60 m²,Rp 5.000.000 per m²,Rp 450 jt,"""Rumah Baru""",https://www.rumah.com/listing-properti/dijual-cluster-ujung-berung-dekat-buana-hiltop-oleh-irwan-ruhaendi-17398750
80,Ruamah Nyaman Di Cisaranten Kulon Arcamanik,"Cisaranten Kulon Arcamanik Antapani, Antapani, Bandung, Jawa Barat",2,1,50 m²,Rp 6.305.263 per m²,Rp 599 jt,"""Dekat Kampus Alghipari""",https://www.rumah.com/listing-properti/dijual-ruamah-nyaman-di-cisaranten-kulon-arcamanik-oleh-irwan-ruhaendi-17432681
81,"3 Bedrooms House Buahbatu, Bandung, Jawa Barat","Buahbatu, Bandung, Jawa Barat",3,2,82 m²,Rp 13.768.116 per m²,Rp 950 jt,"""Dijual rumah 2 lantai murah di kiarasari dekat carefour Soekarno Hatta""",https://www.rumah.com/listing-properti/dijual-3-bedrooms-house-buahbatu-bandung-jawa-barat-oleh-muamar-17410992
82,Kiarasari,"Kiarasari asri, Buahbatu, Bandung, Jawa Barat",3,2,82 m²,Rp 13.768.116 per m²,Rp 950 jt,"""Dijual rumah murah 2 lantai di cluster kiarasari dekat Soekarno Hatta""",https://www.rumah.com/listing-properti/dijual-kiarasari-oleh-muamar-17410976
83,Hanya 10 Menit dari Setiabudi Gegerkalong. Tahap 2 Cluster Eksklusif di Bandung Utara yang Sejuk,"Bandung Utara, Bandung, Jawa Barat",2,1,36 m²,Rp 6.681.481 per m²,"Rp 601,333333 jt","""Dipasarkan Tahap 2 Cluster Eksklusif di Bandung Utara dekat Setiabudi""",https://www.rumah.com/listing-properti/dijual-hanya-10-menit-dari-setiabudi-gegerkalong-tahap-2-cluster-eksklusif-di-bandung-utara-yang-sejuk-oleh-yulia-rahmawati-16942402
84,"Hunian Asri di Cinunuk Bandung Timur, Bebas banjir One Gate System","Cinunuk Bandung Timur, Arcamanik, Bandung, Jawa Barat",2,1,60 m²,Rp 6.416.667 per m²,Rp 385 jt,"""Hunian Asri Nuansa Villa di Cinunuk Bandung Timur""",https://www.rumah.com/listing-properti/dijual-hunian-asri-di-cinunuk-bandung-timur-bebas-banjir-one-gate-system-oleh-adang-17426997
85,Rumah cijawura3 lantai,"Cijawura, Buahbatu, Bandung, Jawa Barat",3,2,80 m²,Rp 12.605.042 per m²,"Rp 1,5 M","""Dijual rumah mewah 3 lantai free desain di Soekarno Hatta bandung""",https://www.rumah.com/listing-properti/dijual-rumah-cijawura3-lantai-oleh-muamar-17368235
86,BEST SELLER! Villa Sejuk 2Lt View Bagus di Jatinangor Bandung Timur,"Jatinangor dekat Itb Unpad Ipdn, Antapani, Bandung, Jawa Barat",2,2,50 m²,Rp 4.958.333 per m²,Rp 595 jt,"""Jarang ada Viila Cantik Udara Sejuk View Bagus dekat Kampus Jatinangor""",https://www.rumah.com/listing-properti/dijual-best-seller-villa-sejuk-2lt-view-bagus-di-jatinangor-bandung-timur-oleh-adang-17361514
87,"Cihonje , Wargaluyu, Arjasari","Cihonje , Wargaluyu, Arjasari, Banjaran, Bandung, Jawa Barat",2,1,30 m²,Rp 2.738.095 per m²,Rp 115 jt,"""Jual Rumah Murah Bagus dan Minimalis Bandung selatan""",https://www.rumah.com/listing-properti/dijual-cihonje-wargaluyu-arjasari-oleh-arya-surya-kusumah-17405393
88,Property Comunity,"jalan paniisan, Pameungpeuk, Bandung, Jawa Barat",2,1,45 m²,Rp 1.714.286 per m²,Rp 120 jt,"""Rumah Murah dan Bagus Bandung""",https://www.rumah.com/listing-properti/dijual-property-comunity-oleh-arya-surya-kusumah-17159779
89,Rumah bagus dan terawat,"Jalan Pekalongan, Antapani, Bandung, Jawa Barat",5,4,190 m²,Rp 8.750.000 per m²,"Rp 1,4 M","""Dijual rumah bagus besar siap huni di Antapani dekat ke Soekarno Hatta""",https://www.rumah.com/listing-properti/dijual-rumah-bagus-dan-terawat-oleh-muamar-17367962
90,Geo Asri Residence,"jl Raden Mochtar sindanglaya Arcamanik, Arcamanik, Bandung, Jawa Barat",2,1,36 m²,Rp 4.729.730 per m²,Rp 350 jt,"""Rumah idaman di Arcamanik Harga All In hanya 350 jt sisa 2 unit lagi""",https://www.rumah.com/listing-properti/dijual-geo-asri-residence-oleh-yudha-17121524
91,Rumah 2 Lt harga 1 Lt di Arcamanik Bandung,"Jln. Arcamanik bandung, Arcamanik, Bandung, Jawa Barat",2,2,45 m²,Rp 9.507.042 per m²,Rp 675 jt,"""Rumah 2 Lt harga 1 Lt di Arcamanik Bandung""",https://www.rumah.com/listing-properti/dijual-rumah-2-lt-harga-1-lt-di-arcamanik-bandung-oleh-helmi-andriani-17429060
92,Kalyca village Padasuka hunian syariah 2 lt termurah di Padasu kodya Bandung,"Jl Padasuka kodya Bandung, Cibeunying Kidul, Bandung, Jawa Barat",3,2,50 m²,Rp 9.402.778 per m²,Rp 677 jt,"""Kalyca village hunian syariah 2 lt full furnished di Padasuka bandung""",https://www.rumah.com/listing-properti/dijual-kalyca-village-padasuka-hunian-syariah-2-lt-termurah-di-padasu-kodya-bandung-oleh-arief-haryadi-17421448
93,Griya Pratama Asri Cileunyi Blok Tanjung,"Jl. Cikalang Cileunyi Bandung Timur, Cileunyi, Bandung, Jawa Barat",2,1,36 m²,Rp 5.013.889 per m²,Rp 361 jt,"""Rumah strategis di bandung timur dekat tol cileunyi mulai 300 jt an""",https://www.rumah.com/listing-properti/dijual-griya-pratama-asri-cileunyi-blok-tanjung-oleh-zainal-16562941
94,Cihanjuang Town House,"Jalan Cihanjuang, Bandung Utara, Bandung, Jawa Barat",2,2,50 m²,Rp 9.396.825 per m²,Rp 592 jt,"""Rumah kualitas jempol bonus 2 lantai hanya 600jt an di cihanjuang""",https://www.rumah.com/listing-properti/dijual-cihanjuang-town-house-oleh-zainal-16915075
95,"Rumah Hook, Nyaman & Strategis","Merkuri Raya, Rancasari, Bandung, Jawa Barat",6,4,230 m²,Rp 8.267.717 per m²,"Rp 2,1 M","""Rumah Hook, Nyaman & Strategis di Merkuri Raya Soekarno Hatta Bandung""",https://www.rumah.com/listing-properti/dijual-rumah-hook-nyaman-strategis-oleh-zainal-15862159
96,AULIV,"Cisaranten Endah, Arcamanik, Bandung, Jawa Barat",2,1,45 m²,Rp 6.597.222 per m²,Rp 475 jt,"""Rumah murah di Arcamanik Kota Bandung""",https://www.rumah.com/listing-properti/dijual-auliv-oleh-zainal-17384112
97,Bumi Pratama Asri,"Jalan Sukahaji Cimekar Cinunuk Cileunyi Bandung, Bandung Timur, Bandung, Jawa Barat",2,1,30 m²,Rp 6.416.667 per m²,Rp 385 jt,"""Rumah murah minimalis di dekat tol cileunyi bandung""",https://www.rumah.com/listing-properti/dijual-bumi-pratama-asri-oleh-zainal-17384120
98,Rumah Minimalis di Cluster Dayana Summarecon Bandung,"jalan Dayana, Gedebage, Bandung, Jawa Barat",2,2,62 m²,Rp 17.424.242 per m²,"Rp 1,15 M","""Jual Rumah 1 M an dikawasan Elit kota mandiri Summarecon Bandung""",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-di-cluster-dayana-summarecon-bandung-oleh-halfiyanto-hafid-17121107
99,Rumah ditengah kota didekat PT. Inti BKR kodya Bandung,"jalan pasir salam Bandung, Bandung Tengah, Bandung, Jawa Barat",8,8,270 m²,Rp 7.925.072 per m²,"Rp 2,75 M","""Rumah ditengah kota Bandung luas tanah 270 m2""",https://www.rumah.com/listing-properti/dijual-rumah-ditengah-kota-didekat-pt-inti-bkr-kodya-bandung-oleh-halfiyanto-hafid-17013291
100,Rumah dijual di Cluster Denise Summarecon Bandung,"jalan denise dan devina summarecon bandung, Gedebage, Bandung, Jawa Barat",4,2,104 m²,Rp 18.809.524 per m²,"Rp 1,975 M","""Dijual cepat atau over kredit rumah disummarecon bandung""",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-cluster-denise-summarecon-bandung-oleh-halfiyanto-hafid-17306975
101,Perumahan Pinus Regency Cinambo gedebage Bandung,"Perumahan Pinus Regency Cinambo gedebage Bandung, Cinambo, Bandung, Jawa Barat",2,1,120 m²,Rp 7.291.667 per m²,Rp 875 jt,"""Rumah murah dikota Bandung akses langsung dari jl utama jl soeta""",https://www.rumah.com/listing-properti/dijual-perumahan-pinus-regency-cinambo-gedebage-bandung-oleh-halfiyanto-hafid-17335462
102,Rumah Syariah 2 Lantai Termurah,"Padasuka , Pasirluyu atas. cicaheum, Bandung Timur, Bandung, Jawa Barat",3,2,50 m²,Rp 9.333.333 per m²,Rp 672 jt,"""Rumah Syariah Mewah Dekat Kampus Widyatama dan Pasteur Cikutra Bandung""",https://www.rumah.com/listing-properti/dijual-rumah-syariah-2-lantai-termurah-oleh-dadan-17388164
103,Rumah Syariah 2 Lantai,"Padasuka, pasirluyu. cicaheum Bandung, Mandalajati, Bandung, Jawa Barat",3,2,50 m²,Rp 9.305.556 per m²,Rp 670 jt,"""Rumah Syariah Tanpa Bank Terpercaya Padasuka dekat Kampus Widyatama""",https://www.rumah.com/listing-properti/dijual-rumah-syariah-2-lantai-oleh-dadan-kurnia-17388084
104,HOT SALE ! !! RUMAH MEWAH MARGAHAYU RAYA,"Merkuri, Margahayu, Bandung, Jawa Barat",9,5,334 m²,Rp 7.640.232 per m²,"Rp 3,95 M","""Rumah Mewah margahayu Raya""",https://www.rumah.com/listing-properti/dijual-hot-sale-rumah-mewah-margahayu-raya-oleh-m-taofik-ramadani-17279694
105,Pasir melati,"Pasir melati, Ujung Berung, Bandung, Jawa Barat",3,1,60 m²,Rp 5.000.000 per m²,Rp 450 jt,"""Dijual rumah 2 lantai murah di pasir melati ujung Berung Bandung""",https://www.rumah.com/listing-properti/dijual-pasir-melati-oleh-muamar-17386718
106,Kiarasari asri,"Kiarsari, Buahbatu, Bandung, Jawa Barat",4,3,140 m²,Rp 13.333.333 per m²,"Rp 1,2 M","""Dijual rumah mewah murah di kiarasari dekat carefour Soekarno Hatta""",https://www.rumah.com/listing-properti/dijual-kiarasari-asri-oleh-muamar-17365814
107,Batu indah,"Batununggal, Batununggal, Bandung, Jawa Barat",4,3,244 m²,Rp 13.934.426 per m²,"Rp 3,4 M","""Dijual rumah baru mewah dikomplek batu indah batu nunggal kota Bandung""",https://www.rumah.com/listing-properti/dijual-batu-indah-oleh-muamar-17365741
108,La Casa Antapani,"Kota Bandung, Antapani, Bandung, Jawa Barat",3,2,83 m²,Rp 14.880.952 per m²,"Rp 1,25 M","""Dijual cluster eklusif murah di antapani bandung""",https://www.rumah.com/listing-properti/dijual-la-casa-antapani-oleh-yusuf-16633385
109,Panorama Hegarmanah,"Cicalengka, Cicalengka, Bandung, Jawa Barat",2,1,27 m²,Rp 2.508.333 per m²,"Rp 150,5 jt","""Rumah tanpa DP di Cicalengka bandung""",https://www.rumah.com/listing-properti/dijual-panorama-hegarmanah-oleh-yusuf-16921094
110,Batununggal Indah,"Jl. Batununggal Sentosa, Batununggal, Bandung, Jawa Barat",4,3,135 m²,Rp 15.833.333 per m²,"Rp 1,9 M","""Jual Rumah Elit""",https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-anggie-trisnawati-17105051
111,Perumahan Ciwastra,"Jl. Alam Raya, Buahbatu, Kec. Bojongsoang, Gedebage, Bandung, Jawa Barat",3,1,36 m²,Rp 7.910.256 per m²,Rp 617 jt,"""Dijual Rumah 1 lantai 3 Kamar Tidur di Ciwastra dekat Tol Gedebage""",https://www.rumah.com/listing-properti/dijual-perumahan-ciwastra-oleh-gan-17331368
112,City Garden Residence,". Jl. Abdul Hamid, Jatihandap, Mandalajati, Bandung, Jawa Barat",3,1,45 m²,Rp 9.678.045 per m²,"Rp 1,28718 M","""Dkt Pusat Kota, Lingkungan asri dkt Terminal Cicaheum, Cikutra Bandung""",https://www.rumah.com/listing-properti/dijual-city-garden-residence-oleh-gan-17428846
113,Cikutra,"Cikutra Barat, Cikutra, Bandung, Jawa Barat",3,3,130 m²,Rp 16.483.516 per m²,"Rp 1,5 M","""Dijual Rumah Baru. di Cikutra""",https://www.rumah.com/listing-properti/dijual-cikutra-oleh-b-davip-prasetio-17145494
114,City Garden Residence,". Jl. Abdul Hamid, Jatihandap, Mandalajati, Bandung, Jawa Barat",3,2,86 m²,Rp 15.191.667 per m²,"Rp 1,2761 M","""Rumah dekat Pusat Kota, Terminal Cicaheum, Padasuka, Cikutra Bandung""",https://www.rumah.com/listing-properti/dijual-city-garden-residence-oleh-gan-17428793
115,Rumah Minimalis Murah luas tanah 120 m2 ditengah kota Bandung timur yang sedang berkembang sunrise p,"Pinus Regency, Gedebage, Bandung, Jawa Barat",3,2,100 m²,Rp 8.125.000 per m²,Rp 975 jt,"""Jual Rumah murah senilai NJOP saja, Bandung timur dkt dgn tol 149""",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-murah-luas-tanah-120-m2-ditengah-kota-bandung-timur-yang-sedang-berkembang-sunrise-p-oleh-halfiyanto-hafid-16645122
116,HEBOH! Villa 2Lt +Kolam renang di Cimahi Kol Masturi,"Kolonel Masturi Cimahi utara, Setiabudi, Bandung, Jawa Barat",3,2,67 m²,Rp 12.500.000 per m²,"Rp 1,5 M","""Hunian Sejuk Udara segar Cocok Untuk Istirahat""",https://www.rumah.com/listing-properti/dijual-heboh-villa-2lt-kolam-renang-di-cimahi-kol-masturi-oleh-adang-16589535
117,Rumah Baru Nyaman Di Cisaranten,"Cisarnten kulon, Arcamanik, Bandung, Jawa Barat",3,2,80 m²,Rp 8.650.000 per m²,Rp 865 jt,"""Rumah Baru""",https://www.rumah.com/listing-properti/dijual-rumah-baru-nyaman-di-cisaranten-oleh-irwan-ruhaendi-17403890
118,DIJUAL rumah baru di arcamanik,"Jl. Arcamanik, Arcamanik, Bandung, Jawa Barat",2,1,45 m²,Rp 6.111.111 per m²,Rp 550 jt,"""Rumah baru siap bangun di arcamanik dekat pusat kota""",https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-arcamanik-oleh-fahri-jingga-17404106
119,DIJUAL rumah siap huni bandung timur,"Panghegar, Bandung Timur, Bandung, Jawa Barat",2,1,40 m²,Rp 7.051.282 per m²,Rp 550 jt,"""Rumah Baru Siap Huni panghegar bandung timur""",https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-bandung-timur-oleh-fahri-jingga-17398233
120,DIJUAL rumah kavling siap bangun di area cikutra,"Bojong Koneng, Cikutra, Bandung, Jawa Barat",2,1,75 m²,Rp 12.222.222 per m²,Rp 550 jt,"""Rumah dan Kavling Siap Bangun cikutra dekat pusat kota""",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kavling-siap-bangun-di-area-cikutra-oleh-fahri-jingga-17393063
121,Rumah Baru 2 Lantai Di Komplek Margahayu Raya,"Saturnus Margahayu Kota Bandung, Margahayu, Bandung, Jawa Barat",3,2,80 m²,Rp 10.476.190 per m²,Rp 880 jt,"""Dekat Rs All islam Dan Rs permata bunda""",https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-di-komplek-margahayu-raya-oleh-irwan-ruhaendi-16913485
122,Segera dapatkan rumah idaman harga menarik di Ujung Berung Bandung,"Ujung Berung Bandung, Ujung Berung, Bandung, Jawa Barat",2,1,55 m²,Rp 5.555.556 per m²,"Rp 399,999999 jt","""Dijual rumah harga 399 juta di Ujung Berung dekat Arcamanik Bandung""",https://www.rumah.com/listing-properti/dijual-segera-dapatkan-rumah-idaman-harga-menarik-di-ujung-berung-bandung-oleh-wulan-17118875
123,Tjandana Cluster,"Gempol Sari, Bandung Kulon, Bandung, Jawa Barat",2,1,36 m²,Rp 7.333.333 per m²,Rp 440 jt,"""400 jutaan cash di Cijerah Promo Ramadhan""",https://www.rumah.com/listing-properti/dijual-tjandana-cluster-oleh-albert-freddy-sagala-16943438
124,Hunian 2 Lantai 400 jutaan Modern Exclusive di Setiabudi Bandung Dekat Wisata dan Kuliner,"Setiabudi, Sukasari, Bandung, Jawa Barat",3,2,60 m²,Rp 8.309.091 per m²,Rp 457 jt,"""Hunian Modern Nuansa Alam Hanya 400 Jutaan di Setiabudi Bandung""",https://www.rumah.com/listing-properti/dijual-hunian-2-lantai-400-jutaan-modern-exclusive-di-setiabudi-bandung-dekat-wisata-dan-kuliner-oleh-yana-priatna-17322274
125,Setiabudi Regensi,"Jl. Sersan Bajuri, Ciwaruga, Bandung, Bandung Kulon, Bandung, Jawa Barat",3,2,300 m²,Rp 10.164.835 per m²,"Rp 3,7 M","""Dijual Rumah Baru Lux Setiabudi Regency""",https://www.rumah.com/listing-properti/dijual-setiabudi-regensi-oleh-fransisca-maria-17427730
126,Rumah di ciwaruga,"Ciwaruga, Bandung Utara, Bandung, Jawa Barat",3,2,70 m²,Rp 11.419.753 per m²,Rp 925 jt,"""Rumah 2lt di ciwaruga bandung utara""",https://www.rumah.com/listing-properti/dijual-rumah-di-ciwaruga-oleh-wahyudi-alipriyanto-17421848
127,Rumah mewah lembang,"Kolonel masturi, Bandung Utara, Bandung, Jawa Barat",4,4,350 m²,Rp 15.398.551 per m²,"Rp 4,25 M","""Rumah mewah di lembang bandung utara""",https://www.rumah.com/listing-properti/dijual-rumah-mewah-lembang-oleh-wahyudi-alipriyanto-17422980
128,Rumah di Cimuncang dekat bandung kota harga awal proyek,"Jl. Pasir Honje VI No.16, Padasuka, Cimenyan, Bandung, Jawa Barat",3,2,65 m²,Rp 7.443.182 per m²,Rp 655 jt,"""Rumah di Cimuncang dekat bandung kota harga awal proye""",https://www.rumah.com/listing-properti/dijual-rumah-di-cimuncang-dekat-bandung-kota-harga-awal-proyek-oleh-yuda-17427246
129,Dijual rumah di arcamanik bandung,"Arcamanik, Bandung, Jawa Barat",2,2,50 m²,Rp 10.000.000 per m²,Rp 700 jt,"""Dijual rumah di arcamanik bandung""",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-arcamanik-bandung-oleh-dyah-agung-wnp-17375557
130,"Rumah Minimalis Murah 2 Lt, di Kopo Sayati Bandung","Jl. Kopo Sayati, Kopo, Bandung, Jawa Barat",2,2,57 m²,Rp 8.437.500 per m²,Rp 675 jt,"""Rumah Minimalis Murah 2 Lt, di Kopo Sayati Bandung""",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-murah-2-lt-di-kopo-sayati-bandung-oleh-helmi-andriani-17426969
131,Jl. Jatimekar Paniisan Pameungpeuk,"Jl.Jatimekar Paniisan Pameungpeuk, Bandung Selatan, Bandung, Jawa Barat",2,1,45 m²,Rp 1.875.902 per m²,Rp 130 jt,"""Rumah Murah minimalis D boqis paniisa kabupaten bandung""",https://www.rumah.com/listing-properti/dijual-jl-jatimekar-paniisan-pameungpeuk-oleh-toni-atmaja-17384206
132,Rumah Nyaman Komplek Batununggal,"Batununggal, Bandung, Jawa Barat",3,2,140 m²,Rp 13.611.111 per m²,"Rp 2,45 M","""Rumah Nyaman Komplek Batununggal Indah""",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-komplek-batununggal-oleh-arwin-kurniawan-17331157
133,Rumah Lux Taman Kopo Indah,"Taman Kopo Indah, Bandung, Jawa Barat",3,3,225 m²,Rp 13.725.490 per m²,"Rp 2,1 M","""Rumah Lux Taman Kopo Indah""",https://www.rumah.com/listing-properti/dijual-rumah-lux-taman-kopo-indah-oleh-arwin-kurniawan-17377888
134,Rumah Baru Budi Sari,"Jalan Budi Sari Raya, Setiabudi, Bandung, Jawa Barat",3,3,300 m²,Rp 20.000.000 per m²,Rp 4 M,"""Rumah Baru Minimalis Komplek Budi Sari""",https://www.rumah.com/listing-properti/dijual-rumah-baru-budi-sari-oleh-arwin-kurniawan-16619180
135,Rumah Minimalis Sayap Buah Batu,"Buahbatu, Bandung, Jawa Barat",3,3,150 m²,Rp 15.231.788 per m²,"Rp 2,3 M","""Rumah Baru Minimalis Sayap Buah Batu""",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-sayap-buah-batu-oleh-arwin-kurniawan-17305522
136,"BEST SELLER! Villa Cantik 2Lt +Kolam renang di Kol Masturi Cimahi Utara, One Gate","Villa di Cimahi Utara Dkt Lembang, Geger Kalong, Bandung, Jawa Barat",3,2,67 m²,Rp 12.500.000 per m²,"Rp 1,5 M","""Hunian Sejuk Nuansa Villa di Bandung Cimahi dekat Lembang""",https://www.rumah.com/listing-properti/dijual-best-seller-villa-cantik-2lt-kolam-renang-di-kol-masturi-cimahi-utara-one-gate-oleh-adang-16627473
137,Aster village ciwastra tahap 8 dekat masjid besar dan fasum,"jl ranca oray, Bojongsoang, Bandung, Jawa Barat",2,2,50 m²,Rp 6.616.667 per m²,Rp 397 jt,"""Lokasi Paling favorit dalam cluster ini dengan fasiltasnya""",https://www.rumah.com/listing-properti/dijual-aster-village-ciwastra-tahap-8-dekat-masjid-besar-dan-fasum-oleh-zainal-kamal-17390803
138,Rumah Baru Nyaman Di Komplek Arcamanik,"Komplek permata indah Arcamanik, Arcamanik, Bandung, Jawa Barat",4,4,140 m²,Rp 10.714.286 per m²,"Rp 1,2 M","""Kwalitas Bangunan Ok Pasti puas""",https://www.rumah.com/listing-properti/dijual-rumah-baru-nyaman-di-komplek-arcamanik-oleh-irwan-ruhaendi-17396341
139,Bandung City View,"Jl. Kavling, Karang Pamulang, Mandalajati, Bandung, Jawa Barat",2,1,75 m²,Rp 7.388.889 per m²,Rp 665 jt,"""Nyaman Dalam Komplek Pasir Impun""",https://www.rumah.com/listing-properti/dijual-bandung-city-view-oleh-irwan-ruhaendi-17392521
140,Perumahan Golden Pinus Regency,"Jl.waas pameungpeuk banjaran kabupaten bandung, Pameungpeuk, Bandung, Jawa Barat",2,1,45 m²,Rp 5.055.556 per m²,Rp 455 jt,"""Rumah minimalis kab bandung dekat Pt Pengtay""",https://www.rumah.com/listing-properti/dijual-perumahan-golden-pinus-regency-oleh-toni-atmaja-17426631
141,Rumah 2 Lantai di Arcamanik Cisaranten hanya 700jtaan,"Arcamanik, Bandung, Jawa Barat",3,2,80 m²,Rp 11.562.500 per m²,Rp 740 jt,"""Rumah 2 Lantai di Arcamanik Cisaranten hanya 700jtaan""",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-arcamanik-cisaranten-hanya-700jtaan-oleh-yogi-prasetia-17420970
142,Arcamanik Endah,"Jl Arcamanik Endah, Sukamiskin, Arcamanik, Bandung, Jawa Barat",2,1,68 m²,Rp 6.565.657 per m²,Rp 650 jt,"""Dekat Antapani; Komplek Asri Arcamanik Endah Perluasan kota Bandung""",https://www.rumah.com/listing-properti/dijual-arcamanik-endah-oleh-luqman-17426337
143,MURAH! ! RUMAH BARU HARGA DIBAWAH 1 M DI KOTA BARU PARAHYANGAN,"Kota Baru Parahyangan, Bandung, Jawa Barat",3,1,50 m²,Rp 12.096.040 per m²,"Rp 1,0886436 M","""Cluster Terbaru Tatar Simakomala Design Minimalis""",https://www.rumah.com/listing-properti/dijual-murah-rumah-baru-harga-dibawah-1-m-di-kota-baru-parahyangan-oleh-nurhayani-17426073
144,SIMAWANOJA CLUSTER TERBARU DI KOTA BARU PARAHYANGAN CICIL DP SAMPE 15 KALI,"Kota baru Parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",3,2,92 m²,Rp 12.807.808 per m²,"Rp 1,536937 M","""Dijual Rumah baru Modern Tatar Simakirana Simawanoja Bisa Cicil DP 15x""",https://www.rumah.com/listing-properti/dijual-simawanoja-cluster-terbaru-di-kota-baru-parahyangan-cicil-dp-sampe-15-kali-oleh-nurhayani-17426050
145,Dijual Cepat Rumah Hook Jingganagara Kota Baru Parahyangan,"Jingganagara Kota Baru Parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",4,3,110 m²,Rp 9.259.259 per m²,"Rp 1,75 M","""Rumah Mewah murah Lokasi Premium Kota Baru Parahyangan dekat Exit Tol""",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-hook-jingganagara-kota-baru-parahyangan-oleh-iyan-sopian-17385001
146,"Dijual Rumah Murah dekat Griya Cinunuk Cibiru Cileunyi, PROMO JUNI TANPA DP","cibiru cinunuk, Cibiru, Bandung, Jawa Barat",2,1,30 m²,Rp 6.416.667 per m²,Rp 385 jt,"""Rumah Murah dekat Griya Cinunuk Hanya 385 Juta, KPR DP 0 %""",https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-dekat-griya-cinunuk-cibiru-cileunyi-promo-juni-tanpa-dp-oleh-tri-kurniawan-17371072
